"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Méthode_du_DPE","N°_immatriculation_copropriété","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Conso_kWhep/m²/an","Emission_GES_kgCO2/m²/an","Année_construction","Catégorie_ERP","Période_construction","Secteur_activité","Nombre_occupant","Surface_(SHON)","Surface_utile","Type_énergie_principale_chauffage","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_é_finale_énergie_n°1","Conso_é_primaire_énergie_n°1","Type_énergie_n°1","Type_usage_énergie_n°1","Frais_annuel_énergie_n°1","Année_relève_conso_énergie_n°1","Conso_é_finale_énergie_n°2","Conso_é_primaire_énergie_n°2","Type_énergie_n°2","Type_usage_énergie_n°2","Frais_annuel_énergie_n°2","Année_relève_conso_énergie_n°2","Conso_é_finale_énergie_n°3","Conso_é_primaire_énergie_n°3","Type_énergie_n°3","Type_usage_énergie_n°3","Frais_annuel_énergie_n°3","Année_relève_conso_énergie_n°3"
"2214T0132021X","2022-01-24","2022-01-24","2022-01-06","DPE 2006 tertiaire et ERP",,"2032-01-23",2.1,,"dpe tertiaire facture",,,"A","B",30.9,7,1948,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",1,28.8,100,,"10 RUE GEMARE","Caen","14118","10","14118_3380_00010","10 Rue Gemare 14000 Caen","14000",0.7,"Rue Gemare",454781,6903413.35,14000,0,,,,"Bat. A; Etage RDC","adresse géocodée ban à l'adresse","CAEN","14","28",981.1,981.1,"Gaz naturel","périmètre de l'usage inconnu",78,2020,,,,,,,,,,,,
"2273T0151306X","2022-01-26","2022-01-26","2021-11-30","DPE 2006 tertiaire et ERP",,"2032-01-25",2.1,,"dpe tertiaire vierge",,,,,,,1948,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,160,100,,"19 rue Berthier","Aix-les-Bains","73008","19","73008_0750_00019","19 Rue François Berthier 73100 Aix-les-Bains","73100",0.58,"Rue François Berthier",926631.49,6513738.63,73100,0,,,,"Etage RDC","adresse géocodée ban à l'adresse","AIX LES BAINS","73","84",,,,,,,,,,,,,,,,,,
"2177T0399012E","2021-09-27","2021-09-27","2021-09-24","DPE 2006 tertiaire et ERP","2177T0399007Z","2031-09-26",1,,"dpe tertiaire vierge",,,"A","A",0.1,0.1,1948,"5ème Catégorie","1948-1974","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,74.2,100,,"45, Rue Mauregard","Montévrain","77307","45","77307_0280_00045","45 Rue Mauregard 77144 Montévrain","77144",0.6,"Rue Mauregard",681387.57,6863913.87,77144,0,,,,,"adresse géocodée ban à l'adresse","MONTÉVRAIN","77","11",0.1,0.1,"Électricité","périmètre de l'usage inconnu",0.1,0,,,,,,,,,,,,
"2211T1348851Y","2022-06-17","2022-06-16","2022-06-16","DPE 2006 tertiaire et ERP",,"2032-06-15",2.1,,"dpe tertiaire facture",,,"C","A",117.8,3.3,1900,,"avant 1948","autres tertiaires non ERP",500,,350.2,,"de Bordeaux","Narbonne","11262","25","11262_0810_00025","25 Avenue de Bordeaux 11100 Narbonne","11100",0.89,"Avenue de Bordeaux",699049.99,6231403.71,11100,,,,,,"adresse géocodée ban à l'adresse","NARBONNE","11","76",17942,41266.6,"Électricité","périmètre de l'usage inconnu",2924.7,2022,,,,,,,,,,,,
"2244T0064886Y","2022-01-13","2022-01-11","2022-01-11","DPE 2006 tertiaire et ERP",,"2032-01-10",2,,"dpe tertiaire facture",,"-","F","B",566,15,1945,"1ère Catégorie","avant 1948","autres tertiaires non ERP",1,47.3,47.3,"Électricité","6 Saint Nicolas","Nantes","44109","6","44109_7704_00006","6 Rue Saint Nicolas 44000 Nantes","44000",0.7,"Rue Saint Nicolas",355302.5,6689379.73,44000,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","NANTES","44","52",11646.3,566.3,"Électricité","Chauffage",635.4,2018,,,,,,,,,,,,
"2395T1300534W","2023-04-19","2023-04-04","2023-04-04","DPE 2006 tertiaire et ERP",,"2033-04-03",2.3,,"dpe tertiaire vierge",,,,,,,1997,,"1989-2000","autres tertiaires non ERP",500,,82.7,,"Centre Commercial des Vergers","Saint-Brice-sous-Forêt","95539",,"95539_fksj1h","CCal des Vergers 95350 Saint-Brice-sous-Forêt","95350",0.69,,653309.34,6878025.96,95350,0,,,,"Rue","adresse géocodée ban à l'adresse","SAINT-BRICE-SOUS-FORÊT","95","11",,,,,,,,,,,,,,,,,,
"2312T1921815C","2023-06-09","2023-06-09","2023-06-09","DPE 2006 tertiaire et ERP",,"2033-06-08",2.3,,"dpe tertiaire vierge",,,,,,,1974,,"1948-1974","autres tertiaires non ERP",500,,20,,"45 avenue Gambetta","Capdenac-Gare","12052","45","12052_0430_00045","45 Avenue Gambetta 12700 Capdenac-Gare","12700",0.96,"Avenue Gambetta",626787.67,6386823.53,12700,0,"Immeuble",,,"gauche","adresse non géocodée ban car aucune correspondance trouvée","CAPDENAC-GARE","12","76",,,,,,,,,,,,,,,,,,
"2375T1339501V","2023-04-22","2023-04-22","2023-04-22","DPE 2006 tertiaire et ERP",,"2033-04-21",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,1945,"1ère Catégorie","avant 1948","autres tertiaires non ERP",1,22.9,22.9,,"12 Rue Trousseau","Paris","75111","12","75111_9477_00012","12 Rue Trousseau 75011 Paris","75011",0.8,"Rue Trousseau",654414.04,6861415.16,75011,,"étage rdc porte gauche",,,"1-Bâtiment n°1-1-LogZone","adresse non géocodée ban car aucune correspondance trouvée","PARIS","75","11",,,,,,,,,,,,,,,,,,
"2391T0714134W","2023-03-03","2023-03-03","2023-02-28","DPE 2006 tertiaire et ERP",,"2033-03-02",2.2,,"dpe tertiaire facture",,,"D","D",175.7,28.8,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,202.4,100,,"14 ET 14 BIS RUE VICTOR HUGO 
LOCAL COMMERCIAL ET BUREAUX","Palaiseau","91477","14bis","91477_5190_00014_bis","14bis Rue Victor Hugo 91120 Palaiseau","91120",0.46,"Rue Victor Hugo",644688.81,6846501.8,91120,0,,"2023-02-192",,,"adresse non géocodée ban car aucune correspondance trouvée","PALAISEAU","91","11",26728,26728,"Gaz naturel","périmètre de l'usage inconnu",7753,2022,5387,12390.1,"Électricité","périmètre de l'usage inconnu",1563,2023,,,,,,
"2294T0085676M","2022-01-17","2022-01-17","2021-12-16","DPE 2006 tertiaire et ERP",,"2032-01-16",2.1,,"dpe tertiaire facture",,,"C","B",161.9,4.5,1983,"5ème Catégorie","1983-1988","U : Établissements de soins",50,456.3,100,,"42, rue de Chevilly","Villejuif","94076","42","94076_1480_00042","42 Rue de Chevilly 94800 Villejuif","94800",0.71,"Rue de Chevilly",652568.38,6854084.55,94800,0,,,,,"adresse géocodée ban à l'adresse","VILLEJUIF","94","11",35326.3,81250.6,"Électricité","périmètre de l'usage inconnu",9183.3,2021,,,,,,,,,,,,
"2156T0673566D","2021-11-11","2021-11-11","2021-11-10","DPE 2006 tertiaire et ERP",,"2031-11-10",1.1,,"dpe tertiaire vierge",,,"A","A",0.1,0.1,1983,"5ème Catégorie","1983-1988","autres tertiaires non ERP",0,190,100,,"RUE DES EGLANTIERS
ZA DES EGLANTIERS","Merlevenez","56130",,"56130_0100","Rue des Eglantiers 56700 Merlevenez","56700",0.51,,233610.9,6755561.39,56700,0,,,,,"adresse géocodée ban à l'adresse","MERLEVENEZ","56","53",0.1,0.1,"Électricité","périmètre de l'usage inconnu",0.1,,,,,,,,,,,,,
"2213T2573618L","2022-11-01","2022-10-31","2022-10-31","DPE 2006 tertiaire et ERP",,"2032-10-30",2.2,,"dpe tertiaire vierge",,,,,,,1850,,"avant 1948","N : Restaurants et débits de boisson",7,200,220,,"7 RUE DE LA MASSE","Aix-en-Provence","13001","7","13001_1830_00007","7 Rue de la Masse 13100 Aix-en-Provence","13100",0.97,"Rue de la Masse",897875.18,6272852.85,13100,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","AIX EN PROVENCE","13","93",,,,,,,,,,,,,,,,,,
"2260T0030038G","2022-01-07","2022-01-07","2022-01-07","DPE 2006 tertiaire et ERP",,"2032-01-06",2,,"dpe tertiaire vierge",,,,,,,1947,"5ème Catégorie","avant 1948","W : Administrations, banques, bureaux",0,592.4,100,,"27-29 RUE GAMBETTA","Creil","60175","29","60175_0410_00029","29 Rue Gambetta 60100 Creil","60100",0.7,"Rue Gambetta",661691.89,6907236.89,60100,0,,,,,"adresse géocodée ban à l'adresse","CREIL","60","32",,,,,,,,,,,,,,,,,,
"2267T1206012H","2022-06-02","2022-06-02","2022-02-25","DPE 2006 tertiaire et ERP",,"2032-06-01",2.1,,"dpe tertiaire facture",,,"G","F",1035.5,92.6,,"5ème Catégorie","avant 1948","N : Restaurants et débits de boisson",112,300,100,,"33 Rue de la Plaine des Bouchers","Strasbourg","67482","33","67482_5190_00033","33 Rue de la Plaine des Bouchers 67100 Strasbourg","67100",0.76,"Rue de la Plaine des Bouchers",1049186.9,6840382,67100,0,,,,,"adresse géocodée ban à l'adresse","STRASBOURG","67","44",102637.3,236065.9,"Électricité","périmètre de l'usage inconnu",5645,2020,105647.7,105647.7,"Gaz naturel","périmètre de l'usage inconnu",6065,2020,,,,,,
"2369T1056841B","2023-03-29","2023-03-29","2023-03-29","DPE 2006 tertiaire et ERP",,"2033-03-28",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1983-1988","W : Administrations, banques, bureaux",50,770,100,,"33, avenue du Docteur Georges Levy
Parc Moulin à vent","Vénissieux","69259","33","69259_0440_00033","33 Avenue du Docteur Georges Lévy 69200 Vénissieux","69200",0.7,"Avenue du Docteur Georges Lévy",844819.6,6515036.11,69200,0,,"23/2894",,"Bat. 59","adresse géocodée ban à l'adresse","VENISSIEUX","69","84",,,,,,,,,,,,,,,,,,
"2283T0393801A","2022-02-28","2022-02-28","2022-02-25","DPE 2006 tertiaire et ERP",,"2032-02-27",2.1,,"dpe tertiaire facture",,,"B","A",81.7,2.3,1989,"5ème Catégorie","1989-2000","P : Salles de danse et salles de jeux",0,100,100,"Électricité","Centre Commercial les Mercurials Bât.3","Tourrettes","83138",,"83138_hr35hg","Centre les Mercuriales 83440 Tourrettes","83440",0.41,,1001302.8,6285997.7,83440,0,,,,,"adresse géocodée ban à l'adresse","TOURRETTES France","83","93",1370,3151,"Électricité","Chauffage",355,2022,1305,3001.5,"Électricité","Eau Chaude sanitaire",232,2022,794,1826.2,"Électricité","Refroidissement",141,2022
"2347T0785337T","2023-03-09","2023-03-09","2023-03-09","DPE 2006 tertiaire et ERP",,"2033-03-08",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"F","F",0,0,2002,,"2001-2005","autres tertiaires non ERP",6,114.4,114.4,,"BAGATELLE NORD","Villeréal","47324",,"47324_B003","Bagatelle-nord 47210 Villeréal","47210",0.94,"Bagatelle-nord",522496.19,6395886.01,47210,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","VILLEREAL","47","75",,,,,,,,,,,,,,,,,,
"2206T2974994S","2022-12-08","2022-12-09","2022-12-07","DPE 2006 tertiaire et ERP",,"2032-12-08",2.2,,"dpe tertiaire facture",,,"B","A",92.9,4.2,,"5ème Catégorie","1948-1974","W : Administrations, banques, bureaux",0,19,100,,"LE PHARAON 
22 AVENUE SAINT BARTHELEMY","Nice","06088","22","06088_5715_00022","22 Avenue Saint-Barthélemy 06100 Nice","06100",0.79,"Avenue Saint-Barthélemy",1042909.47,6300231.86,6100,0,,"22/NICEDIAGNOSTIC/0450",,"Rez-de-chaussée","adresse géocodée ban à l'adresse","NICE","06","93",772.3,1776.4,"Électricité","périmètre de l'usage inconnu",106,2022,165.8,165.8,"Gaz naturel","périmètre de l'usage inconnu",20.6,2022,,,,,,
"2391T0539567T","2023-02-19","2023-02-19","2023-02-07","DPE 2006 tertiaire et ERP",,"2033-02-18",2.2,,"dpe tertiaire facture",,,"B","B",38.5,8.7,,"5ème Catégorie","1948-1974","autres tertiaires non ERP",6,759,100,,"22 rue Gutemberg","Bondoufle","91086","22","91086_0370_00022","22 Rue Gutenberg 91070 Bondoufle","91070",0.59,"Rue Gutenberg",654403.1,6835731.23,91070,0,,"MILLEWAY-BONDOUFLE-GUTEMBERG-LOT 8",,,"adresse géocodée ban à l'adresse","BONDOUFLE","91","11",32129,32129,"Gaz naturel","périmètre de l'usage inconnu",9320,2022,,,,,,,,,,,,
"2395T0406790C","2023-02-07","2023-02-07","2023-01-23","DPE 2006 tertiaire et ERP",,"2033-02-06",2.2,,"dpe tertiaire facture",,,"E","B",288,8,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,628,100,,"Rue Berthelot","Gonesse","95277",,"95277_0139","Rue Berthelot 95500 Gonesse","95500",0.59,"Rue Berthelot",660061.74,6875782.69,95500,0,,"VL-2023-01-34_BERTHELOT_ILGO",,"Etage : Rdc+1","adresse géocodée ban à l'adresse","GONESSE","95","11",86503,198956.9,"Électricité","périmètre de l'usage inconnu",13234959,2022,,,,,,,,,,,,
"2375T0201637V","2023-01-23","2023-01-23","2023-01-19","DPE 2006 tertiaire et ERP",,"2033-01-22",2.2,,"dpe tertiaire facture",,,"C","A",194.8,5.4,,"5ème Catégorie","avant 1948","W : Administrations, banques, bureaux",40,388,100,,"45 RUE LAFAYETTE","Paris","75109","45","75109_5240_00045","45 Rue la Fayette 75009 Paris","75009",0.72,"Rue la Fayette",651643.05,6864103.74,75009,0,,"MA2211179778",,"52425","adresse géocodée ban à l'adresse","PARIS","75","11",36154,83154.2,"Électricité","périmètre de l'usage inconnu",1499952,2022,,,,,,,,,,,,
"2380T0014335C","2023-01-03","2023-01-03","2023-01-02","DPE 2006 tertiaire et ERP",,"2033-01-02",2.2,,"dpe tertiaire bâtiment neuf",,,"D","B",227.7,6.3,,"5ème Catégorie","2013-2021","W : Administrations, banques, bureaux",0,199,100,"Électricité","Bâtiment A au fond Angle Avenue du 14 Juillet / rue Du Soleil Levant
Cellule 3 Etage CIC","Vitrolles","13117",,"13117_pfy60g","Bâtiment la Durance Entrée 3 13127 Vitrolles","13127",0.5,,882050.34,6263780.91,80000,0,,"01230009",,,"adresse géocodée ban à l'adresse","AMIENS","13","93",12238.5,28148.6,"Électricité","Eclairage",1691.4,2023,4159.1,9565.9,"Électricité","Refroidissement",574.8,2023,1990,4577,"Électricité","Chauffage",275,2023
"2159T0796423N","2021-11-29","2021-11-29","2021-11-25","DPE 2006 tertiaire et ERP",,"2031-11-28",1.1,,"dpe tertiaire vierge",,,"A","A",0.1,0.1,1947,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,64.3,100,,"71 RUE DE LILLE","Valenciennes","59606","71","59606_2330_00071","71 Rue de Lille 59300 Valenciennes","59300",0.69,"Rue de Lille",737273.37,7029359.85,59300,0,,,,,"adresse géocodée ban à l'adresse","VALENCIENNES","59","32",0.1,0.1,"Électricité","périmètre de l'usage inconnu",0.1,,,,,,,,,,,,,
"2349T1219816O","2023-04-12","2023-04-12","2023-04-12","DPE 2006 tertiaire et ERP",,"2033-04-11",2.2,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","W : Administrations, banques, bureaux",0,28.7,100,,"1bis Rue d'Alsace","Angers","49007","1bis","49007_0170_00001_bis","1bis Rue d'Alsace 49100 Angers","49100",0.71,"Rue d'Alsace",432613.07,6713833.7,49100,0,,"DIA-CTE09-2304-030",,"Etage : 1","adresse géocodée ban à l'adresse","ANGERS","49","52",,,,,,,,,,,,,,,,,,
"2276T2682230G","2022-11-14","2022-11-14","2022-11-14","DPE 2006 tertiaire et ERP",,"2032-11-13",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","N : Restaurants et débits de boisson",1,46.9,100,,"121 Place de Beauvoisine,","Rouen","76540","121","76540_0770_00121","121 Place Beauvoisine 76000 Rouen","76000",0.67,"Place Beauvoisine",562186.53,6929297.79,76000,0,,"2022/2190/JEG",,"Rez-de-chaussée","adresse géocodée ban à l'adresse","ROUEN","76","28",,,,,,,,,,,,,,,,,,
"2314T0338089Q","2023-02-02","2023-02-02","2023-02-02","DPE 2006 tertiaire et ERP",,"2033-02-01",2.2,,"dpe tertiaire facture",,,"D","D",228,30,1980,,"1978-1982","autres tertiaires non ERP",6,200,176,,"2 avenue  des Frères Hurtaud","Cabourg","14117","2","14117_0400_00002","2 Avenue des Fréres Hurtaud 14390 Cabourg","14390",0.96,"Avenue des Fréres Hurtaud",473526.62,6914585.77,14390,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","CABOURG","14","28",21021,21021,"Électricité","Eclairage",1785,2023,21021,21021,"Électricité","Eclairage",1785,2022,21021,21021,"Électricité","Eclairage",1785,2021
"2260T2179224G","2022-09-22","2022-09-22","2022-09-19","DPE 2006 tertiaire et ERP",,"2032-09-21",2.2,,"dpe tertiaire facture",,,"F","D",551.7,32.6,1972,"5ème Catégorie","1948-1974","locaux d'entreprise (bureaux)",0,4087.3,100,,"3 Boulevard Gabriel Havez","Creil","60175","3","60175_0393_00003","3 Boulevard Gabriel Havez 60100 Creil","60100",0.59,"Boulevard Gabriel Havez",661514,6905524.53,60100,0,,"FV22-05-027 - ORANGE CREIL Havez",,"Etage :","adresse géocodée ban à l'adresse","CREIL","60","32",909487,2091820.1,"Électricité","périmètre de l'usage inconnu",93647.5,2022,388411.1,388411.1,"Gaz naturel","périmètre de l'usage inconnu",23555.3,2022,,,,,,
"2175T0999484E","2021-12-28","2021-12-28","2021-12-13","DPE 2006 tertiaire et ERP",,"2031-12-27",2,,"dpe tertiaire vierge",,,,,,,1947,"5ème Catégorie","avant 1948","W : Administrations, banques, bureaux",100,2294,100,,"64, avenue Parmentier","Paris","75111","64","75111_7067_00064","64 Avenue Parmentier 75011 Paris","75011",0.79,"Avenue Parmentier",654249.07,6862734.38,75011,0,,,,"immeuble de bureaux","adresse géocodée ban à l'adresse","PARIS - 11EME","75","11",,,,,,,,,,,,,,,,,,
"2360T0671961Q","2023-03-01","2023-03-01","2023-02-22","DPE 2006 tertiaire et ERP",,"2033-02-28",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement",5,75,100,,"27, rue de Beauvais","Neuilly-en-Thelle","60450","27","60450_0020_00027","27 Rue de Beauvais 60530 Neuilly-en-Thelle","60530",0.58,"Rue de Beauvais",647917.73,6903106.34,60530,0,,"23-053-06",,,"adresse géocodée ban à l'adresse","NEUILLY-EN-THELLE","60","32",,,,,,,,,,,,,,,,,,
"2349T1146036W","2023-04-06","2023-04-06","2023-03-31","DPE 2006 tertiaire et ERP",,"2033-04-05",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"E","B",379.5,10.6,,"5ème Catégorie","avant 1948","locaux d'entreprise (bureaux)",0,35.3,100,,"376 RUE SAINT LEONARD","Angers","49007","376","49007_7270_00376","376 Rue Saint-Léonard 49000 Angers","49000",0.81,"Rue Saint-Léonard",434848.48,6712460.84,49000,0,,"23/IMO/0376",,,"adresse géocodée ban à l'adresse","ANGERS, France","49","52",6414,14752.2,"Électricité","périmètre de l'usage inconnu",1860.5,2023,,,,,,,,,,,,
"2214T3205137R","2023-01-13","2022-07-22","2022-07-22","DPE 2006 tertiaire et ERP",,"2032-07-21",2.2,,"dpe tertiaire bâtiment neuf",,,"B","B",103,15,2023,"1ère Catégorie","après 2021","autres tertiaires non ERP",1,120.1,120.1,"Gaz naturel","4 rue des Pécheurs","Saint-Aubin-d'Arquenay","14558","4","14558_0330_00004","4 Rue des Pêcheurs 14970 Saint-Aubin-d'Arquenay","14970",0.81,"Rue des Pêcheurs",461063.56,6911797.53,14970,,,,,"1-Batiment 1-1-LogZone","adresse non géocodée ban car aucune correspondance trouvée","SAINT-AUBIN-D'ARQUENAY","14","28",7536,62.8,"Gaz naturel","Chauffage",722,,1570.7,30.1,"Électricité","Eclairage",332,,1570.7,30.1,"Électricité","Eclairage",332,
"2341T1824795R","2023-06-02","2023-06-02","2023-06-02","DPE 2006 tertiaire et ERP",,"2033-06-01",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,89,100,,"15, Quai de la Saussaye","Blois","41018","15","41018_3730_00015","15 Quai de la Saussaye 41000 Blois","41000",0.59,"Quai de la Saussaye",574844.08,6721864.72,41000,0,,"230601JL",,,"adresse géocodée ban à l'adresse","BLOIS","41","24",,,,,,,,,,,,,,,,,,
"2320T0311132B","2023-01-31","2023-01-31","2023-01-18","DPE 2006 tertiaire et ERP",,"2033-01-30",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","B",223.4,6.2,,"5ème Catégorie","1983-1988","locaux d'entreprise (bureaux)",0,161.7,100,,"Lieu dit ""U Punticchiu""","Santa-Lucia-di-Moriani","2B307",,"2B307_A270","Residence U Nociu Lieu Dit Scalo 20230 Santa-Lucia-di-Moriani","20230",0.35,"Residence U Nociu Lieu Dit Scalo",1237871.94,6164857.73,20230,0,,"23/IMO/0068",,,"adresse géocodée ban à l'adresse","SANTA LUCIA DI MORIANI","2B","94",17280,39744,"Électricité","périmètre de l'usage inconnu",2976,2023,,,,,,,,,,,,
"2173T0714101V","2021-11-18","2021-11-18","2021-11-08","DPE 2006 tertiaire et ERP",,"2031-11-17",1.1,,"dpe tertiaire facture",,,"E","E",293.1,52.1,1975,"5ème Catégorie","1975-1977","N : Restaurants et débits de boisson",0,39.8,100,,"Bar restaurant,
La Boite Chaude,
115 Avenue du Stade","Bourg-Saint-Maurice","73054","115","73054_0230_00115","115 Avenue du Stade 73700 Bourg-Saint-Maurice","73700",0.59,"Avenue du Stade",993884.53,6509423.52,73700,0,,,,,"adresse géocodée ban à l'adresse","BOURG-SAINT-MAURICE","73","84",2756,6338.8,"Électricité","périmètre de l'usage inconnu",799,,6056,6056,"Fioul domestique","périmètre de l'usage inconnu",553.6,,443.5,443.5,"Fioul domestique","périmètre de l'usage inconnu",40.5,
"2213T2320651Y","2022-10-06","2022-10-06","2022-10-06","DPE 2006 tertiaire et ERP",,"2032-10-05",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","B",212.5,5.9,,"5ème Catégorie","avant 1948","N : Restaurants et débits de boisson",0,84.3,100,,"18, rue Boulegon
Restaurant ""le18""","Aix-en-Provence","13001","66","13001_0370_00066","66 Rue Boulegon 13100 Aix-en-Provence","13100",0.73,"Rue Boulegon",898139.27,6273316.84,13100,0,,"22_10_ETOILE_DU_SUD_1382",,,"adresse géocodée ban à l'adresse","AIX EN PROVENCE","13","93",8567,19704.1,"Électricité","périmètre de l'usage inconnu",2484.7,2021,,,,,,,,,,,,
