Domaine,Zone,Élément,Produit,Année,Édition,Unité,Valeur
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Togo","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","5.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Togo","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Togo","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","5.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Trinité et Tobago","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","3.68"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Trinité et Tobago","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.91"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Trinité et Tobago","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Trinité et Tobago","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Trinité et Tobago","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Trinité et Tobago","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Trinité et Tobago","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Trinité et Tobago","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Trinité et Tobago","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Trinité et Tobago","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tunisie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tunisie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.15"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tunisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tunisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tunisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tunisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tunisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tunisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tunisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Tunisie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Turquie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","3.48"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Turquie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.13"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Turquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","9.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Turquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","10.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Turquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","12.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Turquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","9.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Turquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","8.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Turquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Turquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","6.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Turquie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","5.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Uruguay","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","24.38"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Uruguay","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.87"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Uruguay","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Uruguay","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","1.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Uruguay","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","1.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Uruguay","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","1.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Uruguay","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","1.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Uruguay","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","1.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Uruguay","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","1.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Uruguay","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","1.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Viet Nam","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","9793.44"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Viet Nam","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Viet Nam","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","11.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Viet Nam","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","10.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Viet Nam","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Viet Nam","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","9.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Viet Nam","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","10.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Viet Nam","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","10"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Viet Nam","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","9.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Viet Nam","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","8.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zambie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","6.55"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zambie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.06"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","13.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","14"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","14.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","15.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","15.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","16.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","17"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zambie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","17.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zimbabwe","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zimbabwe","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zimbabwe","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","11.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zimbabwe","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Zimbabwe","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No",""
